,Content,Polarity
644,buen dias oeoeoeoeoeoeoe % shar ayer td enhorabuena todossss,0
645,rt canalsolidari segu llen map entidad don juguet nuev usad {link} conoc lug,0
647,voy atene valenci don sangr maraton organiz ser,0
649,discurs polit profesionaless trat empati pon piel escuch #iesecampañ,0
652,christian amanpour vuelv #cnn hac sab hac mejor inform internacional {link},0
653,mañan casi tod españ avis vient fuert dej map avis aemet viern {link},1
654,hoy inaugur renov metr cuadr call robled chavel {link},0
655,interes tribun proyect credibil part {link},0
656,medall cermi merit constitucional luis cay president agradec labor años gobiern zapater,0
658,info incorrecta“formulatv crisis golpe terrat buenafuent liquidez tras afront ere {link},1
660,mand anim dav vill tio espectacul sient alma lesion tan fuertement fuerz,0
661,si democrat radical conden eta pedrogutirrez virginiamayoral pauladelasher montesinospabl,1
663,enhorabuen - rt generatoday much graci mariviromer anim ayud segu crec,0
664,conden tod form autoritar liberal leccion just montesinospabl pedrogutirrez virginiamayoral pauladelasher,1
665,const amaiur upyd pued deb ten grup parlamentari cre jurist congres higien polit,0
667,encant restaur restaur portofin {link},0
669,tom gomez explic plen #asambleamadr jueg niñ llam jeng entiend cos tomas,1
670,buen parej - rt lostuiter ceped pso gran promes idiazayus ppopul #iesecampañ {link},0
673,cart corresponsal españ marianorajoy reclam mejor atencion medi comun {link},1
674,esper tratamient {link},1
675,romp regl perdon rap bes despaci ama mied riet q duel reconoc obsesion #amimefuncion,0
677,jejej esoo bes rt mundosanzeromex alejandrosanz holaa hac llam cont {link},0
679,mikel labo arranc alma escup vomit sap {link},1
681,rubalc esper discurs rajoy debat investidur va siend hor dig va hac,1
682,intransigent si conmig par pens opcion sin cinc cien,1
684,reunion mes congres convoc tard retras hor,1
686,recuerd rafael leon qued labor poetic cuid edicion impuls cultur màlag olvidaràn,0
687,deb explic gallardon pag eur urdangarin ayud perfil lem olimp {link},1
688,alert vient huracan cen empres cant himn bob esponj,1
689,trabaj ayud perfil lem urdangarin {link},1
691,plac “nachomostaz graci jorn direccion campañ electoral #iesecampañ jgespartero”,0
693,aun cerr asunt padr rt milamorr not falt hoy #fyt mariviromer,1
695,+ rt jmbescosqu entreg armas entreg pid perdon victim sol entonc habl,1
696,anapastor_tv si acab confirmarmel pso dic q inform infum,1
697,cobr ecolog pid dimision felip gonzalez ausenci dos consej doñan {link},1
698,ppopul design oficial javi aren candidat junt {link} vam javierarenas_pp #ahoraandaluci,0
700,esper pso pong cant tem amaiur favor pront empez ser clar si,1
701,antoniosanz pepegrin falt respet insult juez cas ere dec siend manipul {link},1
702,grand pabl mot hac pas bien program,0
705,“magitorr edurnity pued peg perr parec peluche”siiiii jajajja,0
709,mes cuent promet constitu diput navarr amaiur villalob pp truc serv,1
710,rajoy habl tom med grat dic seincumpl promes {link},1
711,encant - i rat mad men ★★★★☆ {link},0
712,juandecolmener vist parec ambigu dic q llev membret oficial,1
716,primer solicitud recib envi especi entrad acced evento#merendolatuiter,0
720,- amor arte rt juandiguerrer naranjoisabel ¡enhorabuen hech buen contrat mariviromer mision,0
722,amaiur cumpl requisit grup parlamentari,1
723,graci x amor felicit feliz navid quier muert,0
725,rajoy cumpl deficit recort impopular cumpl ciudadan siqu nombr merc ciudadan,1
728,form convert ces violenci eta irrevers derech polit congres,1
729,rusi chin propon conden siri onu fin,1
731,xq social retras reunion mes congres necesit consult jefatur x peg telefon,1
733,voy ucm charl rat ver si pas bien,0
735,avis q consej ministr pued llev novedad torn vall caid atent,0
738,interes charl salom berrocal practic dat #infoentreten #jornadaucjcsep,0
739,aun sab termin indult libertadmont ver si gobiern cuent pront pod ver cuand pued sal miguel,1
741,corr rumor d q ministr d econom iba ser luis garican catedrat london school desmient sab,1
742,gobiern indult mont alegr {link},0
743,si algui qued clar ademas rajoy sent amaiur libertaddigitalcom/nacional/-… via libertaddigital,1
744,gobiern indult pen pres comun antigu españ {link},1
745,poblacion español estanc {link},1
746,plac mj “jesurf pedroj_ramirez emocion dentr van firm libro”,0
747,gran homenaj gran lin morg acab ver revist {link},0
748,part leyend {link} via elmund felcidad column recuerd tan buen,0
750,buen notici rt feeralviz prim conciert pud sac cam cont {link},1
751,bes dos genial rt dariel alejandrosanz increibl cierr gir hij cont {link},0
752,graci amig abraz rt rogerbarr alejandrosanz excelent conciert veracruz,0
753,graci besaz rt carmencarterptz alejandrosanz hic dia noch mesgraci excelent conciert ♥,0
754,hoy toc disfut amig danimartinezweb,0
757,amaiur present recurs mes dic hech interpret arbitrari discrecional cient necesari,1
758,#ff prenavideñ jesusmaran sol dirig solvenci sin ademas sirv cop insolit habil palabr,0
760,dej fotit bot nuev list mañan {link},0
763,prox veracruz graci,0
764,buen column elpa jitorreblanc recom,0
765,rt opiniondemalag zapater gan eur consejer expresident {link},0
766,call claudi coell esquin goy manifest fach patri justici revolu {link},1
767,ccifuent luisfernandez albert_river jordi_cany franhervi alcaldejun - abrazot,0
768,cen navid pp marratx compañer siempr compart rat junt mgarciagual miguel ramis rbosch,0
769,despues visit famili especial sobrin daniel duerm viend reportaj grand flamenc enriqu morent,0
770,buen noch famili mañan disfrut sab ,0
772,vam igual q hiz crisis tequil zedill mand situacion simil rajoy ahor hermanntertsch,1
773,dieron premi declam mal {link} queved graci {link},0
775,posit - “adelautrer mariahuelin mariviromer #akelarrepositivo”,0
776,rumani belgic graci visit malag {link},0
778,cen berlin interesantisim conoc posicion empresari import podr entendernosell ven crisis,0
779,curi insomn si algui conoc oper irregular urdangarin oblig denunci,1
780,ahor rumb mexic feliz teleton abraz graci colombi,0
781,recordad obvi si empres demand crecimient emple ningun preci,1
782,grup radical izquierd mand bal monti {link} esper izquierd caig tentacion violenci,1
783,histori posit dar buen dias“ marroqu devolv dec protagoniz anunci coca-col {link},0
784,veo respuest derech recort social q prep va ser call social gran argument,1
785,hoy cerr jorn cambi emple gran ecos gran discurs javi aren propuest esper,0
786,ayto madr volv traslad estacion d medicion camp segu maquill dat d #boinanegr {link},1
787,arguiñan diet cerd salv vid penicilin investig experiment raton mejor amig hombr,0
788,tutit flipboard -,0
793,sevill ratific condicion d lider mañan neym har disfrut,0
795,verd sab tard romp much parej pierd mas paragu si lluev,1
796,trabaj injerent polit econom ningun tip total libert afirm leticiaig #cafeperiod,0
799,prim premi fotograf xii edicion premi cultur extremadur minerv mate {link},0
800,desmont estant q acab mont congres psc sid triunf total c chacon candidat,0
801,merit civicomedall contitucional postum javi prader {link},0
802,rv rdscubrenav pasion navideñ dentr seman enseñar mio figur cm bes,0
803,xii edicion premi cultur extremadur galardon chojin,0
804,esper tan prontocrisis polit iraksegund fuerz polit abandon colaboracion dias retir trop us,1
805,tom not recomend haceism baj pag sincroniz i cloud prob algun recomend graci,0
806,golaz gran jug di mari cristian hac barç,0
808,enhorabuen martajcs epicur madrid amigosp sevill mal suert pq jug bien aunq casill cr maquin,0
809,di mari graci magnif madr men barç,0
810,hered rajoy encuest metroscopi elpais pesim ciudadan opinion recortesamaiur urdangarin,1
811,golp d autor madru pizju,0
814,julia_oter radioc laboratori seri cantabri q elabor crem bab d caracol q usan post-quimi,0
815,mir aqu videocapitul malag {link} gust,0
816,much graci tod felicit fond alma graci obrig,0
817,doming vist amanec precios bes judith corazon sab demas feliz doming,0
820,convulsion marc tod vid {link} via elmund,1
822,abces % niñ sufr bronquiolitis {link},1
824,afect huelg pilot iberi podran reclam devolu billet segun fuci {link},0
825,anim participar/us anim participar-hi #maratotv {link},0
828,marcelin iglesi #congrespsc polit vid hac falt trabaj suert {link},0
829,comit regional psm pso trabaj futur mejor,0
830,#barçacampiodelmon chic canter,0
832,muert vaclav havel referent moral izquierd europe resist mal moment abandon ideal buen,1
833,din nadal gent gran marratx person luch tod vid darl mejor hij,0
835,vaclav havel dej polit fuerz moral reivind socied civil abus {link},1
838,despues prueb mañan pequeñ rotur fibr grad esper volv cuant salud tods,1
840,recuerd vaclav havel ex president chec gran dramaturg {link},0
841,rajoy nuev comisari merc present mañan cart bce program gobiern ajuste+recortes+precariedad+banc mal,1
842,campañ habl lin roj gast social impuest haran contrari escud deficit amenaz mied,1
843,polit exterior acab gest dig merkozy apag luz afganistan si vi sah palestin,1
844,graci carm social andaluc estañ felic catalan quer tierr respet,0
845,mañan larazon_ tribun homenaj #havel hombr just espiritu franc + alla valient anticomun,0
847,vei +gentetv anapalaci feliz ayud recib red social q permit encontr perroel pod twitt,0
848,campañagriñan promet dar millon prest pymes part ener {link},0
849,patronat turism recog juguet niñ ingres matern {link} eliasbendod,0
850,recort part pso gobiern recort investig universitari {link},1
852,ja“david_reguer buenafuent mientr leo echan tel anunci nintendodeb mir baj cam #obsesion”,0
853,informat bien“rivero_ sr buenafuent bien critic benefici si lueg hac mism {link},1
854,tentacion caer “marprit resist leer #epn pedroj_ cre caig fijo”,1
855,graciaaaa verd cumpleañ mas buen anoch pedaz fiest regal gaditan cont {link},0
856,“bi vist lavivaestamp buenafuent tem lasext vislumbr asi {link} maestro”,0
857,“isaabeel david_bust ido dia familia”maravill gracias-,0
858,amig lleg tard comienz cirqu du soleil puert tom entrad entro dic esper pierd min #wtf,1
859,choll hij “pilareyr hoy hij alumn lice frances empez #elprimernaufragi lei inclus cen ”,0
860,rt ep_titular #socied muer apuñal propietari zapat banyol {link},1
861,ultim esfuerz * vam mexic,0
862,noch final voz mexic pierd abrazo,0
863,digital recog premi conced asaj ciud real {link} eldigitalcastillalamanch enhorabuen,0
864,buen noch followercetessegu tuit garb seman vien {link},0
865,toc sr don oscar ayudenl consegu sueñ *,0
866,rajoy desgran hoy congres 'catalog compromisos' crisis {link} via elmund,0
867,quer sab cuant sab sorte navid aqu pod comprob ¡¡os va cost gan - {link},0
871,germanyank graci amig abraz maestr,0
872,miniemple mini-presupuest mini- sanid mini-educ public mini-impuest ric macro- benefici macro-especul,1
874,plac charl ave quic catalanpresident levanteejempl luch poc medi bipartid mad-barç,0
876,si rey sab deb hab denunci {link},1
877,muer kim jong-il leg pais pobr mund bomb atom ahor vien hij pobr core,1
878,urdangarin gan concurs visper este present dir heleni herrer gan part baj autobus,1
880,sig entend patxi lopez sal critic decision amaiur part vot abstien,1
881,mes congres rechaz recurs amaiur {link},1
882,cie sal bucl {link},1
883,marianorajoy envi ue señal confianz promes reform {link},0
884,gallardon elvir rodriguez bes pasill congres levant casi tant expect si ministr #investidur,0
885,¡notici descombac dispon {link},0
886,carmechaparr baby,0
889,punt inici sesion investidur rajoy maxim expect jorn histor {link},0
890,sabin cuadr diput amaiur navarr falt promet constitu diput grit diner #congres,1
891,tras numerit amaiur sabin cuadr llam sub rajoy tribun sig consig,1
892,prioridad gobiern marianorajoy deten paroestimul crecimient econom aceler creacion emple #investidur,0
894,rajoy quier necesit dialog principal caracterist estil nuev gobiern,0
896,dic empres famili superavit verd justif recort mill € ajust,1
897,enorm fortalez deb ser conscient #investidur marianorajoy,0
898,part deiscurs confianz español cre interes cuent sin complic #investidur,0
899,present entrad eur precedent hac bien hac cad moment primer aplaus,0
901,premis reform administr public administr competent #investidur,0
903,ahor decepcion poc concrecion med rajoy propon sal dificil situacion viv,1
904,rajoy anunci unic compromis aument gast actualiz pod adquisit pension part,0
905,#rajoy deud %,1
906,rajoy har drastic reduccion sector public tas cer resposicion supresion d organ public - gast corrient,1
911,rajoy dar exencion fiscal € contrat prim trabaj ayud creacion emple #investidur,0
912,#rajoy merc laboral teletrabaj racionaliz horari concili iguald hombre/muj plan emple juvenil,0
913,#investidurarajoy plan emple juvenil reform formacion profesional,0
914,apoy contrat joven % bonif segour social prim año vay #investidur,0
919,rajoy anunci nuev sistem nombramient organ regul mejor independenciael congres mayor pod decision,0
920,habl educ españ ningun univers mejor mund cambi #investidur,1
922,energ competit liberaliz solucion deficit tarifari tod energ,0
923,#rajoy llev hor discurs veo ahorr ningun lad sol gast tod reform cuest diner dir final,1
926,rajoy compromet suprim pre-jubilacionesacerc acerc edad real jubil legal #investidur,0
927,decepcion durb mal notici fras tramit,1
928,rajoy recuper terc curs bachillerat import inici,0
929,#rajoy habl termin va dec diner va pag reform dond quit pon dond,1
930,cualqui element distorsion san convivent unid elimin gust music letr,0
931,marianorajoy nub ocult ciel incapac ver cos inclus imagin q pued desaparec desaparec,1
932,definit ajust rigor mortis emple econom excus recort social adorn retor dialog,1
933,pronost segu sab estructur gobiern rajoy + alla q m agricultur #investidur,1
934,unic recort concret renov funcionari empres public ahi sal millon incent,1
935,vec nub pesadumbr ocult ciel parec q incapac imagin q pued desaparecerdesaparec rajoy,1
937,parec gust competent administr pues gan eficient habl men competent impropi,1
940,rajoy recib llam president avt agradec mencion inicial victim terror,0
941,#rajoy dic alons pp rajoy sid concret millon recort dond sal,1
